pilot_record_id,dataset,bucket,study_doi,input_tier,access_level,expected_screening_relevance,route_hint,route_hint_confidence,route_hint_basis,study_title,study_year,authors,study_journal,publication_type,screening_record_count,source_type,source_path
pilot-008b0d0d4eb3b9a4,disorder,abstract_relevant,10.1016/s0885-3924(01)00253-6,abstract,abstract_only,relevant,unknown,low,publication_type_generic,An Unusual Case of Chronic Neuropathic Pain Responds to an Optimum Frequency of Intravenous Ketamine Infusions,2001,Alison C Mitchell,Journal of Pain and Symptom Management,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-007b5bd742c6c42d,disorder,abstract_relevant,10.1017/s1461145713001119,abstract,abstract_only,relevant,likely_primary,low,abstract_primary,Plasma brain derived neurotrophic factor (BDNF) and response to ketamine in treatment-resistant depression,2013,C. N. Haile; J. W. Murrough; D. V. Iosifescu; L. C. Chang; R. K. Al Jurdi; A. Foulkes; S. Iqbal; J. J. Mahoney; R. De La Garza; D. S. Charney,The International Journal of Neuropsychopharmacology,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-00515b13cd7eea19,disorder,abstract_relevant,10.1556/2054.2022.00222,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Group format psychedelic-assisted therapy interventions: Observations and impressions from the HOPE trial,2023,Benjamin R. Lewis; Kevin Byrne; John Hendrick; Eric L. Garland; Paul Thielking; Anna Beck,Journal of Psychedelic Studies,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/disorder_extraction_candidates.jsonl
pilot-0094c3f987c3e187,mechanistic,abstract_relevant,10.1016/0304-3940(88)90658-1,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Ring-substituted amphetamine interactions with neurotransmitter receptor binding sites in human cortex,1988,Pamela A. Pierce; Stephen J. Peroutka,Neuroscience Letters,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-0029d9b408f903d1,mechanistic,abstract_relevant,10.1016/j.ejphar.2017.03.043,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Stimulation of μ-opioid receptors dilates retinal arterioles by neuronal nitric oxide synthase-derived nitric oxide in rats,2017,Eriko Someya; Asami Mori; Kenji Sakamoto; Kunio Ishii; Tsutomu Nakahara,European Journal of Pharmacology,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-007a06662eea63b5,mechanistic,abstract_relevant,10.1016/s0006-8993(02)02291-6,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Nuclear factor κB activation is mediated by NMDA and non-NMDA receptor and L-type voltage-gated Ca2+ channel following severe global ischemia in rat hippocampus,2002,Wanhua Shen; Chunyi Zhang; Guangyi Zhang,Brain Research,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-0064e17599198de5,mechanistic,abstract_relevant,10.1021/acs.jmedchem.5c00442,abstract,abstract_only,relevant,unknown,low,publication_type_generic,"Design, Synthesis, and In Vitro Characterization of a Tryptamine-Based Visible-Light Photoswitchable 5-HT<sub>2A</sub>R Ligand Showing Efficacy Preference for β-Arrestin over Mini-Gq",2025,Alexandra Sink; Eline Pottie; Samuel J. Carter; Robert J. Tombari; Verena Weber; Paolo Carloni; Giulia Rossetti; David E. Olson; Christophe P. Stove; Michael Decker,Journal of Medicinal Chemistry,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-00397f45cfd9bbaa,mechanistic,abstract_relevant,10.1097/01.ju.0001008772.30001.48.03,abstract,abstract_only,relevant,unknown,low,publication_type_generic,PD12-03 5-HT2A/2C RECEPTOR AGONIST(DOI) IMPROVES VOIDING DYSFUNCTION OF RATS WITH NEUROGENIC UNDERACTIVE BLADDER,2024,Jianshu Ni,Journal of Urology,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-009514af3ed3a415,mechanistic,abstract_relevant,10.1126/scitranslmed.aaf7151,abstract,abstract_only,relevant,unknown,low,publication_type_generic,Post-anesthesia AMPA receptor potentiation prevents anesthesia-induced learning and synaptic deficits,2016,Lianyan Huang; Joseph Cichon; Ipe Ninan; Guang Yang,Science Translational Medicine,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
pilot-00a1616e29ce5c7b,mechanistic,abstract_relevant,10.1177/0269881119844185,abstract,abstract_only,relevant,unknown,low,publication_type_generic,"Metabolites of the ring-substituted stimulants MDMA, methylone and MDPV differentially affect human monoaminergic systems",2019,Dino Luethi; Karolina E Kolaczynska; Melanie Walter; Masaki Suzuki; Kenner C Rice; Bruce E Blough; Marius C Hoener; Michael H Baumann; Matthias E Liechti,Journal of Psychopharmacology,journal-article,1,extraction_candidate,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/extraction/mechanistic_extraction_candidates.jsonl
